1	 1	 1	 1	 1.9254	 1	 1	 1	 1
1	 2	 1	 0	 1.9982	 -2	 -1	 0	 0
1	 3	 1	 1	 1.8481	 -2	 -3	 0	 1
1	 4	 1	 0	 1.5498	 -2	 -5	 0	 0
1	 5	 1	 0	 0.8481	 1	 -4	 1	 0
1	 6	 1	 0	 2.6219	 1	 -3	 1	 0
1	 7	 1	 0	 1.6484	 -2	 -5	 0	 1
1	 8	 1	 1	 0.7316	 -2	 -7	 0	 0
1	 9	 1	 0	 1.3323	 1	 -6	 1	 0
1	 10	 1	 0	 1.5669	 1	 -5	 1	 1
1	 11	 1	 0	 0.8827	 1	 -4	 1	 1
1	 12	 1	 0	 1.0493	 1	 -3	 1	 1
1	 13	 1	 1	 0.7323	 1	 -2	 1	 1
1	 14	 1	 0	 1.5325	 -2	 -4	 0	 0
1	 15	 1	 0	 0.9323	 1	 -3	 1	 0
1	 16	 1	 1	 0.7314	 1	 -2	 1	 1
1	 17	 1	 0	 0.8992	 1	 -1	 1	 0
1	 18	 1	 0	 0.6983	 1	 0	 1	 1
1	 19	 1	 1	 0.7315	 1	 1	 1	 0
1	 20	 1	 1	 1.4324	 1	 2	 1	 1
1	 21	 1	 1	 2.1325	 1	 3	 1	 1
1	 22	 1	 1	 0.6815	 -2	 1	 0	 0
1	 23	 1	 1	 1.1992	 1	 2	 1	 0
1	 24	 1	 0	 2.3983	 1	 3	 1	 0
1	 25	 1	 1	 1.8815	 1	 4	 1	 0
1	 26	 1	 0	 1.9482	 1	 5	 1	 1
1	 27	 1	 1	 1.0825	 1	 6	 1	 1
1	 28	 1	 1	 2.2815	 1	 7	 1	 0
1	 29	 1	 0	 2.1236	 1	 8	 1	 0
1	 30	 1	 1	 1.3489	 1	 9	 1	 0
1	 31	 1	 1	 1.3150	 1	 10	 1	 0
1	 32	 1	 0	 1.8816	 1	 11	 1	 1
1	 33	 1	 1	 1.1817	 1	 12	 1	 0
1	 34	 1	 1	 2.4825	 -2	 10	 0	 1
1	 35	 1	 0	 0.9316	 1	 11	 1	 1
1	 36	 1	 0	 1.5982	 -2	 9	 0	 1
2	 1	 1	 0	 0.8482	 1	 10	 1	 0
2	 2	 1	 1	 0.8484	 -2	 8	 0	 1
2	 3	 1	 1	 1.6325	 -2	 6	 0	 1
2	 4	 1	 1	 2.3148	 1	 7	 1	 1
2	 5	 1	 1	 0.6315	 1	 8	 1	 0
2	 6	 1	 1	 0.7648	 1	 9	 1	 0
2	 7	 1	 0	 1.9149	 -2	 7	 0	 1
2	 8	 1	 0	 0.9489	 1	 8	 1	 1
2	 9	 1	 1	 1.8815	 1	 9	 1	 1
2	 10	 1	 1	 1.2157	 1	 10	 1	 0
2	 11	 1	 0	 2.4147	 1	 11	 1	 1
2	 12	 1	 0	 1.7316	 1	 12	 1	 1
2	 13	 1	 1	 2.4817	 1	 13	 1	 1
2	 14	 1	 0	 1.7982	 -2	 11	 0	 0
2	 15	 1	 1	 1.1810	 -2	 9	 0	 1
2	 16	 1	 1	 1.8650	 1	 10	 1	 0
2	 17	 1	 0	 1.9649	 1	 11	 1	 1
2	 18	 1	 1	 1.6028	 1	 12	 1	 0
2	 19	 1	 0	 0.9815	 1	 13	 1	 0
2	 20	 1	 1	 0.8815	 1	 14	 1	 1
2	 21	 1	 1	 1.6482	 -2	 12	 0	 1
2	 22	 1	 0	 2.3148	 1	 13	 1	 1
2	 23	 1	 0	 0.5981	 1	 14	 1	 0
2	 24	 1	 1	 0.7816	 1	 15	 1	 1
2	 25	 1	 1	 0.6315	 1	 16	 1	 1
2	 26	 1	 1	 0.7481	 -2	 14	 0	 1
2	 27	 1	 1	 0.5815	 1	 15	 1	 1
2	 28	 1	 1	 0.5657	 1	 16	 1	 0
2	 29	 1	 0	 1.5824	 -2	 14	 0	 1
2	 30	 1	 1	 0.6648	 1	 15	 1	 1
2	 31	 1	 0	 2.3490	 1	 16	 1	 0
2	 32	 1	 0	 1.2657	 1	 17	 1	 1
2	 33	 1	 1	 1.6419	 -2	 15	 0	 0
2	 34	 1	 0	 1.2648	 1	 16	 1	 1
2	 35	 1	 0	 0.5991	 1	 17	 1	 1
2	 36	 1	 1	 0.7150	 1	 18	 1	 0
3	 1	 1	 1	 1.1317	 -2	 16	 0	 0
3	 2	 1	 0	 0.7482	 1	 17	 1	 0
3	 3	 0	 -1	 -1.0000	 -2	 15	 -1	 -1
3	 4	 1	 1	 1.3316	 1	 16	 1	 0
3	 5	 1	 1	 0.7484	 1	 17	 1	 0
3	 6	 1	 0	 1.4815	 -2	 15	 0	 0
3	 7	 1	 1	 0.6657	 1	 16	 1	 0
3	 8	 1	 1	 1.0650	 -2	 14	 0	 0
3	 9	 1	 0	 0.7313	 -2	 12	 0	 0
3	 10	 1	 0	 2.1657	 1	 13	 1	 1
3	 11	 1	 0	 0.6990	 1	 14	 1	 0
3	 12	 1	 0	 1.3149	 1	 15	 1	 0
3	 13	 1	 1	 2.1815	 1	 16	 1	 0
3	 14	 1	 0	 1.5649	 -2	 14	 0	 0
3	 15	 1	 1	 2.0324	 -2	 12	 0	 0
3	 16	 1	 1	 0.8981	 1	 13	 1	 1
3	 17	 1	 1	 1.5332	 1	 14	 1	 0
3	 18	 1	 0	 1.7818	 1	 15	 1	 0
3	 19	 1	 0	 1.7658	 -2	 13	 0	 0
3	 20	 1	 1	 1.3649	 -2	 11	 0	 1
3	 21	 1	 1	 1.3149	 -2	 9	 0	 0
3	 22	 1	 0	 2.1815	 -2	 7	 0	 1
3	 23	 1	 1	 2.1816	 -2	 5	 0	 1
3	 24	 1	 1	 1.6491	 1	 6	 1	 0
3	 25	 1	 0	 1.4823	 1	 7	 1	 1
3	 26	 1	 0	 1.2156	 -2	 5	 0	 0
3	 27	 1	 1	 1.0826	 1	 6	 1	 0
3	 28	 1	 0	 1.0158	 1	 7	 1	 1
3	 29	 1	 0	 0.9150	 1	 8	 1	 0
3	 30	 1	 1	 0.8482	 1	 9	 1	 1
3	 31	 1	 0	 0.5822	 -2	 7	 0	 0
3	 32	 1	 1	 0.7481	 -2	 5	 0	 1
3	 33	 1	 1	 0.9817	 1	 6	 1	 0
3	 34	 1	 1	 0.9315	 -2	 4	 0	 1
3	 35	 1	 0	 1.8316	 -2	 2	 0	 0
3	 36	 1	 1	 1.4489	 -2	 0	 0	 0
4	 1	 1	 1	 0.8658	 1	 1	 1	 1
4	 2	 1	 1	 0.8479	 -2	 -1	 0	 1
4	 3	 1	 0	 0.5147	 -2	 -3	 0	 0
4	 4	 1	 1	 0.5982	 1	 -2	 1	 1
4	 5	 1	 0	 1.0648	 1	 -1	 1	 0
4	 6	 1	 1	 1.6490	 1	 0	 1	 0
4	 7	 1	 1	 1.5768	 -2	 -2	 0	 0
4	 8	 1	 1	 1.3323	 -2	 -4	 0	 0
4	 9	 1	 0	 0.9481	 -2	 -6	 0	 0
4	 10	 1	 1	 0.6146	 1	 -5	 1	 1
4	 11	 1	 0	 0.7491	 1	 -4	 1	 0
4	 12	 1	 0	 0.5983	 1	 -3	 1	 1
4	 13	 1	 0	 0.6148	 -2	 -5	 0	 0
4	 14	 1	 0	 1.2490	 1	 -4	 1	 0
4	 15	 1	 0	 0.8649	 -2	 -6	 0	 1
4	 16	 1	 1	 1.9491	 1	 -5	 1	 0
4	 17	 1	 1	 0.9823	 -2	 -7	 0	 0
4	 18	 1	 1	 0.6983	 1	 -6	 1	 1
4	 19	 1	 1	 1.2984	 1	 -5	 1	 0
4	 20	 1	 0	 0.8815	 -2	 -7	 0	 1
4	 21	 1	 0	 1.6817	 1	 -6	 1	 0
4	 22	 1	 0	 1.7158	 -2	 -8	 0	 0
4	 23	 1	 1	 0.9826	 -2	 -10	 0	 1
4	 24	 1	 0	 0.6988	 1	 -9	 1	 1
4	 25	 1	 0	 0.4990	 1	 -8	 1	 0
4	 26	 1	 1	 1.5149	 1	 -7	 1	 1
4	 27	 1	 0	 2.5321	 1	 -6	 1	 1
4	 28	 1	 1	 0.9816	 1	 -5	 1	 0
4	 29	 1	 1	 0.8325	 1	 -4	 1	 0
4	 30	 1	 1	 1.3990	 1	 -3	 1	 0
4	 31	 1	 1	 0.7490	 -2	 -5	 0	 1
4	 32	 1	 0	 1.1990	 1	 -4	 1	 1
4	 33	 1	 0	 0.6815	 1	 -3	 1	 0
4	 34	 1	 1	 0.7483	 1	 -2	 1	 0
4	 35	 1	 0	 0.6158	 1	 -1	 1	 1
4	 36	 1	 0	 0.9650	 1	 0	 1	 1
5	 1	 1	 1	 0.9159	 1	 1	 1	 1
5	 2	 1	 0	 0.8480	 -2	 -1	 0	 1
5	 3	 1	 0	 0.7316	 1	 0	 1	 1
5	 4	 1	 0	 0.7483	 1	 1	 1	 1
5	 5	 1	 1	 0.6658	 1	 2	 1	 0
5	 6	 1	 0	 1.0157	 -2	 0	 0	 0
5	 7	 1	 0	 1.8817	 -2	 -2	 0	 0
5	 8	 1	 0	 1.2324	 1	 -1	 1	 0
5	 9	 1	 0	 2.1815	 1	 0	 1	 1
5	 10	 1	 1	 1.2981	 -2	 -2	 0	 0
5	 11	 1	 1	 1.6482	 1	 -1	 1	 0
5	 12	 1	 0	 1.7489	 -2	 -3	 0	 0
5	 13	 1	 0	 0.8480	 1	 -2	 1	 0
5	 14	 1	 1	 1.5314	 1	 -1	 1	 0
